Grupo de Perfil;Cod. Setor;Descricao Setor;Codigo Cliente;Razao Social;Bairro;Ordem;Status do Cliente;Nome Fantasia;Frequencia Visita;Periodicidade;Proxima Visita;Visita Original;Inicio Visita;CNPJ;Inscricao Estadual;Cod. Estabelecimento;Nome Estabelecimento;Cod. Pagto;Descricao Pagto;Serasa;Observacao;Contato;CNPJ;Contato;CNPJ;Ordem por Historico;Dias Entrega;El Dorado;Endereço;Cidade;Cod. Segmento;Segmento
05;0101;WILTON                                            ;58.833;VALENTINA APARECIDA MIORANCI PESSOA     ;CENTRO (ENGENHEIRO ;099;A;BAR DA RODOVIARIA E ;QUI/                        ;Quinzenal ;01/05/2025;01/05/2025;03/10/2024;001096442000146;647261836118      ;131;BAR/BARZINHO   ;095;8 BL ESPECIAL   ;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SAO SEBASTIAO                 SN    ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;70.209;WESLEI LEANDRO VIDALETTI 39312958852    ;FRATERNIDADE       ;099;A;TO A TOA PETISCARIA ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;047343273000100;124374277117      ;153;LANCHONETE/PAST;028;4 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  CLEBER MIGUEL MELARA          957   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;70.221;MANOEL FRANCISCO DE OLIVEIRA 00521104866;CHACARA BELA VISTA ;099;A;PASTELARIA SCHIMIDT ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;043830737000144;124272429111      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AC  PADRE MARIANO APARICIO DE LA M301   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ;77.191;50.239.849 TAMIRES MARIA CARDOSO DE SA  ;ESTANCIA SANTA CATA;099;A;MERCEARIA DO CHICO  ;QUI/                        ;Quinzenal ;24/04/2025;24/04/2025;10/10/2024;050239849000190;124440109118      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SILVIO PANZARI                166   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ;83.047;51.670.696 RAMON LUIS SILVA SOUZA       ;RESIDENCIAL FRATERN;099;A;SERV F BAIANO       ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;051670696000102;124648400119      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DORINDO MASSON                401   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0101;WILTON                                            ;83.384;ERIELSON PEREIRA DA SILVA 39474614881   ;PARQUE RESIDENCIAL ;099;A;MARMITARIA E ESPETAR;QUI/                        ;Quinzenal ;01/05/2025;01/05/2025;03/10/2024;035877084000120;124094168110      ;142;REST./PIZZARIA/;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   NELVIDE BELLINI XAVIER        835   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;83.581;MARIANA PEREIRA DELFINO                 ;PARQUE RESIDENCIAL ;099;A;MINIMERCADO MAJU    ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;021216784000160;647732449117      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   MARIA PATRICIA BANHOSSI       1143  ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0101;WILTON                                            ;83.695;ROSE MARY FERNANDES                     ;RESIDENCIAL FRATERN;099;A;STAR BEER           ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;020254643000179;137134312110      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  CLEBER MIGUEL MELARA          116   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0101;WILTON                                            ;83.782;42.217.553 SAMUEL HENRIQUE MARCILHO PRAD;RESIDENCIAL SANTA R;099;A;SER FESTA MARCILHO  ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;042217553000140;124232339111      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DOLORES GIMENES FERNANDES     301   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0101;WILTON                                            ;83.849;FELIPINI PADARIA E CONFEITARIA LTDA     ;PARQUE DAS AMORAS 2;099;A;FELIPINI PADARIA    ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;053998953000157;135342716110      ;076;PADARIA/CONFEIT;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   FLAVIO BIANCHINI              8457  ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ;83.868;56.150.978 CLEONICE FERNANDES GAVIOLI   ;RESIDENCIAL FRATERN;099;A;PASTEL DA CLEO      ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;056150978000194;150316944119      ;228;TRAILLER/BARRAC;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  PROFESSORA CLELIA CERIBELLI DE570   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;83.891;CAROL MINI MERCADO LTDA                 ;LOTEAMENTO CLUBE V ;099;A;ISTOK RIO PRADO     ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;055986403000143;150180801110      ;098;LOJA DE CONVENI;006;PIX AVISTA      ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   LUZIA MINELLI CAPELLO         550   ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0101;WILTON                                            ;98.177;MARCIA CRISTINA RODRIGUES CICUTO 2027535;ESTANCIA SANTA CATA;099;A;BAR BARBA AZUL      ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;11/05/2023;039594861000180;124171710116      ;222;DEPOSITO DE BEB;095;8 BL ESPECIAL   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   HENRIQUE ORLANDI              90    ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0101;WILTON                                            ;98.361;PRISCILA ALVES DE PAULA 22238938800     ;FRATERNIDADE       ;099;A;QUITANDINHA WG      ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;039807208000152;124177490114      ;065;ARMAZEM/MERCEAR;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   VITALINA HEBELER DE MORAES    1179  ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ;98.581;RITA PERPETUA MOIOLI DOS SANTOS 16985402;CENTRO (ENGENHEIRO ;099;A;VAREJAO STA APOLONIA;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;018694209000168;647671389114      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   COUTINHO CAVALCANTI           214   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;98.940;27.005.517 FERNANDO HENRIQUE MINISTRO   ;PARQUE RESIDENCIAL ;099;A;ADEGA COPAO         ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;027005517000120;647862004119      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DORINDO MASSON                232   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;99.628;CASA DE CARNES DO CLAUDINHO LTDA        ;RESIDENCIAL FRATERN;099;A;C. CARNE CLAUDINHO  ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;017698833000170;647648331115      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DORINDO MASSON                231   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ;   891;CASA DE CARNES CAMARGO LTDA             ;SAO FRANCISCO      ;001;A;CASA DE CARNES CAMAR;SEX/                        ;Quinzenal ;02/05/2025;02/05/2025;07/02/2025;003502279000108;647109040116      ;098;LOJA DE CONVENI;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  PRESIDENTE GETULIO VARGAS     101   ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0101;WILTON                                            ; 3.240;CASA DE CARNES DO TONINHO LTDA          ;RESIDENCIAL CIDADE ;001;A;CASA CARNES TONINHO ;SEX/                        ;Quinzenal ;25/04/2025;25/04/2025;14/02/2025;010447708000149;647544633115      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DOUTOR ARGEMIRO ACAYABA DE TOL200   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ; 5.097;MERCADO VERAO LTDA                      ;RESIDENCIAL CIDADE ;001;A;MERCADO VERAO       ;SEX/                        ;Quinzenal ;25/04/2025;25/04/2025;31/01/2025;014324381000179;647362492113      ;010;MINIMERCADO    ;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   LAFAYETTE JOSE SPINOLA        2100  ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0101;WILTON                                            ;29.556;28.633.812 SILVANA APARECIDA GOMES      ;RESIDENCIAL CIDADE ;001;A;MARMITARIA LONGHINI ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;11/10/2024;028633812000193;647903545119      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   LAFAYETTE JOSE SPINOLA        2251  ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
